Name,Symbol,Price (USD),Volume (USD),Market capacity (USD),Change (1h),Change (24h),Change (7d)
Monero Gold,XMRG,0.000218074,1128.53,?,,,
T-coin,TCOIN,0.000218074,1086.27,?,,,
Tellurion,TELL,0.0010114,1055.69,?,,,
NEO GOLD,NEOG,0.0055792,885.048,?,,,
Psilocybin,PSY,0.0452504,857.514,?,,,
Zilbercoin,ZBC,0.030313,824.005,?,,,
Jiyo,JIYO,0.0459046,800.456,?,,,
Akuya Coin,AKY,0.0097043,775.756,?,,,
Cyder,CYDER,0.00534282,751.902,?,,,
High Gain,HIGH,0.000327111,698.38,?,,,
BestChain,BEST,0.00872297,697.924,?,,,
BTCMoon,BTCM,0.00879369,690.287,?,,,
Safe Trade Coin,XSTC,0.00076326,671.036,?,,,
Protean,PRN,5.26054e-05,647.397,?,,,
DeusCoin,DEUS,0.17664,639.686,?,,,
RabbitCoin,RBBT,6.8229e-05,636.696,?,,,
ZSEcoin,ZSE,0.0306007,609.911,?,,,
Peerguess,GUESS,0.0356551,598.113,?,,,
Indicoin,INDI,0.0261689,576.915,?,,,
UniversalRoya...,UNRC,0.000668008,553.427,?,,,
TurboCoin,TURBO,0.000109037,537.312,?,,,
Slothcoin,SLOTH,2.67145e-05,532.746,?,,,
FlappyCoin,FLAP,4.53474e-05,522.461,?,,,
NamoCoin,NAMO,0.000218074,501.406,?,,,
Wowcoin,WOW,4.18988e-05,492.122,?,,,
BlazerCoin,BLAZR,0.00357879,467.784,?,,,
BatCoin,BAT,0.000109037,466.9,?,,,
eGold,EGOLD,0.0182092,463.577,?,,,
GAY Money,GAY,0.0372907,457.159,?,,,
Francs,FRN,0.0671751,413.343,?,,,
ShellCoin,SHELL,0.0468859,411.928,?,,,
AvatarCoin,AV,0.0948623,382.786,?,,,
Quotient,XQN,0.00643319,381.033,?,,,
Xaucoin,XAU,0.0725097,375.852,?,,,
The Vegan Ini...,XVE,0.000872297,357.967,?,,,
Omicron,OMC,0.294291,356.162,?,,,
MarxCoin,MARX,0.00247438,344.489,?,,,
Wink,WINK,0.00109463,344.434,?,,,
India Coin,INDIA,0.000872297,336.702,?,,,
Levocoin,LEVO,0.00348919,285.48,?,,,
Golfcoin,GOLF,0.000327111,269.031,?,,,
Avoncoin,ACN,0.00109037,265.247,?,,,
KlondikeCoin,KDC,0.023661,263.303,?,,,
PinkDog,PDG,0.000109037,260.507,?,,,
Bubble,BUB,0.0105766,232.141,?,,,
SafeCoin,SFE,0.000218074,230.91,?,,,
IrishCoin,IRL,0.0119941,214.611,?,,,
BetaCoin,BET,0.00468859,208.563,?,,,
Aces,ACES,0.000602983,196.63,?,,,
XTD Coin,XTD,0.000109037,195.466,?,,,
TopCoin,TOP,0.00239882,189.908,?,,,
NumusCash,NUMUS,0.000218074,182.237,?,,,
Sakuracoin,SKR,0.00545185,171.004,?,,,
Nitro,NOX,0.172625,159.163,?,,,
netBit,NBIT,0.0127573,156.54,?,,,
Musiconomi,MCI,0.0963888,140.967,?,,,
Halloween Coin,HALLO,0.000330251,136.093,?,,,
X2,X2,0.000218074,132.924,?,,,
First Bitcoin,BIT,0.0273683,127.252,?,,,
Opescoin,OPES,0.00457956,126.928,?,,,
Digital Bulli...,DBG,0.00174459,122.38,?,,,
Dashs,DASHS,0.0459046,114.228,?,,,
PokeCoin,POKE,0.000218074,112.177,?,,,
Hyper,HYPER,0.0425245,110.875,?,,,
WeAreSatoshi,WSX,0.00872297,110.137,?,,,
AlpaCoin,APC,0.00684668,105.891,?,,,
FireFlyCoin,FFC,0.000327111,105.609,?,,,
Granite,GRN,0.0130844,99.623,?,,,
Huncoin,HNC,0.00141748,99.2237,?,,,
Qora,QORA,0.306286,98.9296,?,,,
STEX,STEX,1.40626,98.7583,?,,,
Tattoocoin (L...,TLE,0.955819,95.5767,?,,,
EncryptoTel [...,ETT,0.0933154,92.4919,?,,,
PayPeer,PAYP,0.000109037,91.767,?,,,
Bastonet,BSN,0.00130844,90.7096,?,,,
LandCoin,LDCN,0.00730548,87.8276,?,,,
ANRYZE,RYZ,0.0118861,87.7812,?,,,
Pirate Blocks,SKULL,0.00407001,87.6391,?,,,
Compcoin,CMP,11.776,85.1535,?,,,
Bitbase,BTBc,0.00174459,84.0677,?,,,
Rupaya [OLD],RUPX,0.00654222,81.0319,?,,,
RubleBit,RUBIT,0.00632415,72.9556,?,,,
RHFCoin,RHFC,0.00109037,57.4688,?,,,
EggCoin,EGG,0.0317298,54.9173,?,,,
Regacoin,REGA,0.00130844,54.7835,?,,,
SnakeEyes,SNAKE,0.0260525,53.9547,?,,,
GoldMaxCoin,GMX,0.00114323,52.0358,?,,,
UNCoin,UNC,0.000109037,46.3495,?,,,
Runners,RUNNERS,0.000545185,46.1815,?,,,
UGAIN,GAIN,0.00359822,43.9578,?,,,
Happy Creator...,HCC,0.000109037,42.5245,?,,,
SportsCoin,SPORT,0.00163556,37.0638,?,,,
Axiom,AXIOM,0.0157013,36.3904,?,,,
MobileCash,MBL,0.000436148,33.0007,?,,,
Cheapcoin,CHEAP,0.000872297,28.3028,?,,,
Dutch Coin,DUTCH,0.00119941,28.0317,?,,,
MMXVI,MMXVI,0.00501571,24.9908,?,,,
Topaz Coin,TOPAZ,0.441273,24.0218,?,,,
Lazaruscoin,LAZ,0.00163556,23.9059,?,,,
Dubstep,DUB,0.00218074,23.0861,?,,,
DarkLisk,DISK,0.00119941,20.706,?,,,
Primulon,PRIMU,0.000436148,20.3892,?,,,
RoyalCoin,ROYAL,0.00556089,17.6845,?,,,
TeamUp,TEAM,0.000327111,16.3555,?,,,
RichCoin,RICHX,0.00872297,15.6758,?,,,
MoneyCoin,MONEY,0.000109037,13.2807,?,,,
GameLeagueCoin,GML,0.0155923,13.2615,?,,,
Birds,BIRDS,0.000436148,12.4145,?,,,
FrankyWillCoin,FRWC,0.00370726,11.8849,?,,,
Smoke,SMOKE,0.0572677,10.5186,?,,,
BitAlphaCoin,BAC,0.00708741,10.1156,?,,,
Cycling Coin,CYC,0.00163556,8.06013,?,,,
TodayCoin,TODAY,0.00076326,7.77216,?,,,
Aseancoin,ASN,0.00730548,7.30548,?,,,
TheCreed,TCR,0.00076326,7.28073,?,,,
FutCoin,FUTC,0.00272593,6.96801,?,,,
Rcoin,RCN,0.000109037,6.54222,?,,,
Moneta,MONETA,0.000545185,6.27487,?,,,
FAPcoin,FAP,0.00359822,6.01983,?,,,
PrismChain,PRM,0.00196267,5.95462,?,,,
Karmacoin,KARMA,0.000109037,5.77896,?,,,
Bitok,BITOK,0.000109037,5.45185,?,,,
Voyacoin,VOYA,0.97043,2.37603,?,,,
DeltaCredits,DCRE,0.244134,1.98753,?,,,
CyberCoin,CC,0.000327111,1.19941,?,,,
TrickyCoin,TRICK,0.0124302,1.1993,?,,,
Yescoin,YES,0.000109037,1.09037,?,,,
InvisibleCoin,IVZ,0.712765,0.0,?,,,
Operand,OP,0.00131858,0.0,?,,,
LAthaan,LTH,0.00105409,0.0,?,,,
KashhCoin,KASHH,0.00010358,0.0,?,,,
BITFID,FID,0.0419597,0.0,?,,,
LLToken,LLT,?,0.0,?,,,
Magnetcoin,MAGN,0.448463,0.0,?,,,
Triaconta,TRIA,13.9926,0.0,?,,,
OCOW,OCOW,1.66381e-05,None,?,,,
Farstcoin,FRCT,?,None,?,,,
